"Player","Source","Target","Value"
"Vykintas Slivka","Ascoli Picchio","Juventus FC","Loan End"
"Luca Marrone","SV Zulte Waregem","Juventus FC","Loan End"
"Vajebah Sakor","Willem II Tilburg","Juventus FC","Loan End"
"Pol García","US Latina Calcio","Juventus FC","Loan End"
"Alberto Cerri","Delfino Pescara 1936","Juventus FC","Loan End"
"Younes Bnou Marzouk","FC Chiasso","Juventus FC","Loan End"
"Giorgio Siani","AC Tuttocuoio","Juventus FC","Loan End"
"Mame Thiam","FC Empoli","Juventus FC","Loan End"
"Nicola Leali","Olympiacos Piraeus","Juventus FC","Loan End"
"Stefano Pellizzari","Carrarese Calcio","Juventus FC","Loan End"
"Stefano Padovan","Pordenone Calcio","Juventus FC","Loan End"
"Michele Cavion","US Cremonese","Juventus FC","Loan End"
"Francesco Cassata","Ascoli Picchio","Juventus FC","Loan End"
"Eric Lanini","SS Matera Calcio","Juventus FC","Loan End"
"Vlad Marin","FCV Dender EH","Juventus FC","Loan End"
"Nazzareno Belfasti","Carrarese Calcio","Juventus FC","Loan End"
"Ouasim Bouy","PEC Zwolle","Juventus FC","Loan End"
"Carlo Pinsoglio","US Latina Calcio","Juventus FC","Loan End"
"Marcelo Djaló","CD Lugo","Juventus FC","Loan End"
"Elvis Kabashi","US Città di Pontedera","Juventus FC","Loan End"
"Timothy Nocchi","AC Tuttocuoio","Juventus FC","Loan End"
"Alberto Brignoli","AC Perugia Calcio","Juventus FC","Loan End"
"Mattia Vitale","AC Cesena","Juventus FC","Loan End"
"Alhassane Soumah","Cercle Brugge ","Juventus FC","Loan End"
"Claudio Zappa","Pordenone Calcio","Juventus FC","Loan End"
"Luca Barlocco","US Alessandria 1912","Juventus FC","Loan End"
"Cristian Pasquato","Krylya Sovetov Samara","Juventus FC","Loan End"
"Francesco Anacoura","US Ancona","Juventus FC","Loan End"
"Alberto Gallinetta","Santarcangelo Calcio","Juventus FC","Loan End"
"Davide Massaro","Carrarese Calcio","Juventus FC","Loan End"
"Riccardo Orsolini","Ascoli Picchio","Juventus FC","Loan End"
"Stefano Beltrame","FC Den Bosch","Juventus FC","Loan End"
"Joel Untersee","Brescia Calcio","Juventus FC","Loan End"
"Filippo Romagna","Brescia Calcio","Juventus FC","Loan End"
"Leonardo Bonucci","Juventus FC","AC Milan","42000000"
"Pol Lirola","Juventus FC","US Sassuolo","7000000"
"Francesco Cassata","Juventus FC","US Sassuolo","7000000"
"Tomás Rincón","Juventus FC","Torino FC","Loan fee:3000000"
"Simone Ganz","Juventus FC","Delfino Pescara 1936","1500000"
"Cristian Bunino","Juventus FC","Delfino Pescara 1936","1500000"
"Cristian Pasquato","Juventus FC","Legia Warszawa","1000000"
"Francesco Margiotta","Juventus FC","FC Lausanne-Sport","1000000"
"Lorenzo Rosseti","Juventus FC","Ascoli Picchio","1000000"
"Mattia Vitale","Juventus FC","SPAL 2013","500000"
"Younes Bnou Marzouk","Juventus FC","FC Lugano","400000"
"Vykintas Slivka","Juventus FC","Hibernian FC","100000"
"Grigoris Kastanos","Juventus FC","SV Zulte Waregem","Loan fee:50000"
"Michele Cavion","Juventus FC","US Cremonese","0"
"Davide Massaro","Juventus FC","FC Ascona","0"
"Stefano Pellini","Juventus FC","AC Cuneo 1905","0"
"Nicola Leali","Juventus FC","SV Zulte Waregem","Loan fee:0"
"Marcelo Djaló","Juventus FC","CD Lugo","0"
"Ouasim Bouy","Juventus FC","Leeds United","0"
"Nico Hidalgo","Juventus FC","Cádiz CF","0"
"Stefano Pellizzari","Juventus FC","WSG Wattens","Loan fee:0"
"Roman Macek","Juventus FC","US Cremonese","Loan fee:0"
"Vajebah Sakor","Juventus FC","IFK Göteborg","Loan fee:0"
"Stefano Padovan","Juventus FC","Casertana FC","Loan fee:0"
"Joel Untersee","Juventus FC","FC Empoli","Loan fee:0"
"King Udoh","Juventus FC","Alma Juventus Fano","Loan fee:0"
"Luca Coccolo","Juventus FC","AC Prato","Loan fee:0"
"Alhassane Soumah","Juventus FC","FC Chiasso","Loan fee:0"
"Giorgio Siani","Juventus FC","FC Den Bosch","Loan fee:0"
"Claudio Zappa","Juventus FC","US Pistoiese 1921","Loan fee:0"
"Leonardo Mancuso","Juventus FC","Delfino Pescara 1936","Loan fee:0"
"Roger Tamba M'Pinda","Juventus FC","WSG Wattens","Loan fee:0"
"Emil Audero","Juventus FC","Venezia FC","Loan fee:0"
"Pol García","Juventus FC","US Cremonese","Loan fee:0"
"Timothy Nocchi","Juventus FC","AC Perugia Calcio","Loan fee:0"
"Nicola Mosti","Juventus FC"," A.D.C. Viterbese Castrense","Loan fee:0"
"Nicolò Pozzebon","Juventus FC","AC Mestre","Loan fee:0"
"Dario Del Fabro","Juventus FC","Novara Calcio 1908","Loan fee:0"
"Stefano Beltrame","Juventus FC","Go Ahead Eagles Deventer","Loan fee:0"
"Luca Barlocco","Juventus FC","FC Pro Vercelli 1892","Loan fee:0"
"Alberto Gallinetta","Juventus FC","Ravenna FC","Loan fee:0"
"Alberto Cerri","Juventus FC","AC Perugia Calcio","Loan fee:0"
"Eric Lanini","Juventus FC","Vicenza Calcio","Loan fee:0"
"Luca Marrone","Juventus FC","FC Bari 1908","Loan fee:0"
"Nazzareno Belfasti","Juventus FC","Pro Piacenza 1919","Loan fee:0"
"Andrés Tello","Juventus FC","FC Bari 1908","Loan fee:0"
"Ferdinando Del Sole","Juventus FC","Delfino Pescara 1936","Loan fee:0"
"Mame Thiam","Juventus FC","Free agent","0"
"Elvis Kabashi","Juventus FC","Free agent","0"
"Paolo De Ceglie","Juventus FC","Free agent","0"
"Francesco Anacoura","Juventus FC","Free agent","0"
"Adam Marusic","KV Oostende","SS Lazio","6500000"
"Ameth Lo","AC Milan","SS Lazio","0"
"Francesco Orlando","Vicenza Calcio","SS Lazio","?"
"Luca Germoni","Parma Calcio 1913","SS Lazio","Loan End"
"Franjo Prce","Brescia Calcio","SS Lazio","Loan End"
"Simone Palombi","Ternana Calcio","SS Lazio","Loan End"
"Luiz Felipe","US Salernitana 1919","SS Lazio","Loan End"
"Lorenzo Filippini","Virtus Entella","SS Lazio","Loan End"
"Guido Guerrieri","Trapani Calcio","SS Lazio","Loan End"
"Luca Germoni","Ternana Calcio","SS Lazio","Loan End"
"Brayan Perea","CD Lugo","SS Lazio","Loan End"
"Christopher Oikonomidis","Aarhus GF","SS Lazio","Loan End"
"Gianluca Pollace","SS Racing Club Roma","SS Lazio","Loan End"
"Antonio Rozzi","Lupa Roma FC","SS Lazio","Loan End"
"Ravel Morrison","Queens Park Rangers","SS Lazio","Loan End"
"Maurício","Spartak Moscow","SS Lazio","Loan End"
"Ronaldo","US Salernitana 1919","SS Lazio","Loan End"
"Lucas Biglia","SS Lazio","AC Milan","17000000"
"Josip Elez","SS Lazio","HNK Rijeka","500000"
"Ameth Lo","SS Lazio","Naxxar Lions FC","0"
"Franjo Prce","SS Lazio","NK Istra 1961","Loan fee:0"
"Luca Germoni","SS Lazio","Parma Calcio 1913","Loan fee:0"
"Ricardo Kishna","SS Lazio","ADO Den Haag","Loan fee:0"
"Francesco Orlando","SS Lazio","US Salernitana 1919","Loan fee:0"
"Alessandro Rossi","SS Lazio","US Salernitana 1919","Loan fee:0"
"Christopher Oikonomidis","SS Lazio","Western Sydney Wanderers","Loan fee:0"
"Maurício","SS Lazio","Legia Warszawa","Loan fee:0"
"Ravel Morrison","SS Lazio","Atlas Guadalajara","Loan fee:0"
"Ronaldo","SS Lazio","Novara Calcio 1908","?"
"Gianluca Pollace","SS Lazio","Sicula Leonzio","?"
"Simone Palombi","SS Lazio","US Salernitana 1919","Loan fee:0"
"Lorenzo Filippini","SS Lazio","AC Pisa 1909","Loan fee:0"
"Mamadou Tounkara","SS Lazio","FC Flamurtari","Loan fee:0"
"Antonio Donnarumma","Asteras Tripolis","AC Milan","1500000"
"Fabio Borini","Sunderland AFC","AC Milan","Loan fee:0"
"Andrej Modic","SS Rende","AC Milan","Loan End"
"José Sosa","Trabzonspor","AC Milan","Loan End"
"Andrea Bianchimano","Urbs Reggina 1914","AC Milan","Loan End"
"Giacomo Beretta","Carpi FC 1909","AC Milan","Loan End"
"Gian Filippo Felicioli","Ascoli Picchio","AC Milan","Loan End"
"Luca Vido","AS Cittadella","AC Milan","Loan End"
"Andrej Modic","Brescia Calcio","AC Milan","Loan End"
"Ameth Lo","Urbs Reggina 1914","AC Milan","Loan End"
"Jherson Vergara","Arsenal Tula","AC Milan","Loan End"
"Stefan Simic","Royal Excel Mouscron ","AC Milan","Loan End"
"Ivan De Santis","Paganese Calcio 1926","AC Milan","Loan End"
"Matteo Pessina","Calcio Como","AC Milan","Loan End"
"Claudio Bonanni","Varese Calcio","AC Milan","Loan End"
"Davide Di Molfetta","AC Prato","AC Milan","Loan End"
"José Mauri","FC Empoli","AC Milan","Loan End"
"Juan Alberto Mauri","Paganese Calcio 1926","AC Milan","Loan End"
"Gianmarco Zigoni","SPAL 2013","AC Milan","Loan End"
"Hachim Mastour","PEC Zwolle","AC Milan","Loan End"
"Giovanni Crociata","Brescia Calcio","AC Milan","Loan End"
"Juraj Kucka","AC Milan","Trabzonspor","5000000"
"José Sosa","AC Milan","Trabzonspor","3400000"
"M'Baye Niang","AC Milan","Torino FC","Loan fee:2000000"
"Leonel Vangioni","AC Milan","CF Monterrey","1700000"
"Keisuke Honda","AC Milan","CF Pachuca","0"
"Andrej Modic","AC Milan","FK Zeljeznicar Sarajevo","0"
"Claudio Bonanni","AC Milan","US Folgore Caratese","0"
"Andrea Bianchimano","AC Milan","Urbs Reggina 1914","0"
"Giacomo Beretta","AC Milan","Foggia Calcio","?"
"Ivan De Santis","AC Milan","Ascoli Picchio","?"
"Gianmarco Zigoni","AC Milan","Venezia FC","Loan fee:0"
"Alessandro Plizzari","AC Milan","Ternana Calcio","Loan fee:0"
"Gabriel","AC Milan","FC Empoli","Loan fee:0"
"Davide Di Molfetta","AC Milan","Vicenza Calcio","?"
"Gabriel Paletta","AC Milan","Free agent","0"
"Nikola Maksimovic","Torino FC","SSC Napoli","20000000"
"Marko Rog","GNK Dinamo Zagreb","SSC Napoli","13000000"
"Mário Rui","AS Roma","SSC Napoli","5500000"
"Eddy Gnahoré","AC Perugia Calcio","SSC Napoli","Loan End"
"Luigi Liguori","Cosenza Calcio","SSC Napoli","Loan End"
"Mario Prezioso","Carpi FC 1909","SSC Napoli","Loan End"
"Antonio Romano","Carpi FC 1909","SSC Napoli","Loan End"
"Ismael Bangoura","Free agent","SSC Napoli","0"
"Armando Anastasio","Carpi FC 1909","SSC Napoli","Loan End"
"Hrvoje Milic","Free agent","SSC Napoli","0"
"Duván Zapata","Udinese Calcio","SSC Napoli","Loan End"
"Raffaele Maiello","Frosinone Calcio","SSC Napoli","Loan End"
"Alfredo Bifulco","Carpi FC 1909","SSC Napoli","Loan End"
"Antonio Negro","US Latina Calcio","SSC Napoli","Loan End"
"Armando Anastasio","Piacenza Calcio 1919","SSC Napoli","Loan End"
"Sebastiano Luperto","FC Pro Vercelli 1892","SSC Napoli","Loan End"
"Roberto Insigne","US Latina Calcio","SSC Napoli","Loan End"
"Mario Prezioso","Virtus Francavilla","SSC Napoli","Loan End"
"Igor Lasicki","Carpi FC 1909","SSC Napoli","Loan End"
"Antonio Romano","AC Prato","SSC Napoli","Loan End"
"Luca Palmiero","SS Akragas Città dei Templi","SSC Napoli","Loan End"
"Felice Gaetano","AC Rilancio Messina","SSC Napoli","Loan End"
"Nikita Contini","Taranto FC 1927","SSC Napoli","Loan End"
"Gennaro Tutino","Carrarese Calcio","SSC Napoli","Loan End"
"Giuseppe Nicolao","US Ancona","SSC Napoli","Loan End"
"Jacopo Dezi","AC Perugia Calcio","SSC Napoli","Loan End"
"Daniele Celiento"," A.D.C. Viterbese Castrense","SSC Napoli","Loan End"
"Nicolao Dumitru","Nottingham Forest","SSC Napoli","Loan End"
"Duván Zapata","SSC Napoli","UC Sampdoria","Loan fee:3000000"
"Ivan Strinic","SSC Napoli","UC Sampdoria","2000000"
"Eddy Gnahoré","SSC Napoli","US Palermo","1500000"
"Raffaele Maiello","SSC Napoli","Frosinone Calcio","1200000"
"Nikola Maksimovic","SSC Napoli","Spartak Moscow","Loan fee:800000"
"Daniele Celiento","SSC Napoli"," A.D.C. Viterbese Castrense","0"
"Nicolao Dumitru","SSC Napoli","AD Alcorcón","0"
"Felice Gaetano","SSC Napoli","SF Aversa Normanna","0"
"Camilo Zúñiga","SSC Napoli","Atlético Nacional","0"
"Alfredo Bifulco","SSC Napoli","FC Pro Vercelli 1892","Loan fee:0"
"Armando Anastasio","SSC Napoli","Parma Calcio 1913","Loan fee:0"
"Mario Prezioso","SSC Napoli","AS Bisceglie 1913","Loan fee:0"
"Roberto Insigne","SSC Napoli","Parma Calcio 1913","Loan fee:0"
"Luca Palmiero","SSC Napoli","Cosenza Calcio","Loan fee:0"
"Sebastiano Luperto","SSC Napoli","FC Empoli","Loan fee:0"
"Gennaro Tutino","SSC Napoli","Cosenza Calcio","Loan fee:0"
"Antonio Romano","SSC Napoli","Casertana FC","Loan fee:0"
"Ismael Bangoura","SSC Napoli","Mosta FC","?"
"Nikita Contini","SSC Napoli","US Città di Pontedera","Loan fee:0"
"Igor Lasicki","SSC Napoli","Wisla Plock","Loan fee:0"
"Antonio Negro","SSC Napoli","Paganese Calcio 1926","Loan fee:0"
"Jacopo Dezi","SSC Napoli","Parma Calcio 1913","Loan fee:0"
"Luigi Liguori","SSC Napoli","Fidelis Andria","Loan fee:0"
"Alberto Grassi","SSC Napoli","SPAL 2013","Loan fee:0"
"Mário Rui","SSC Napoli","AS Roma","Loan End"
"Giuseppe Nicolao","SSC Napoli","Free agent","0"
"Marko Rog","SSC Napoli","GNK Dinamo Zagreb","Loan End"
"Rick Karsdorp","Feyenoord Rotterdam","AS Roma","14000000"
"Cengiz Ünder","Basaksehir","AS Roma","13400000"
"Bruno Peres","Torino FC","AS Roma","12500000"
"Lorenzo Pellegrini","US Sassuolo","AS Roma","10000000"
"Mário Rui","FC Empoli","AS Roma","6000000"
"Héctor Moreno","PSV Eindhoven","AS Roma","5700000"
"Grégoire Defrel","US Sassuolo","AS Roma","Loan fee:5000000"
"Patrik Schick","UC Sampdoria","AS Roma","Loan fee:5000000"
"Arturo Calabresi","Spezia Calcio","AS Roma","Loan End"
"Lorenzo Di Livio","Urbs Reggina 1914","AS Roma","Loan End"
"Moustapha Seck","FC Empoli","AS Roma","Loan End"
"Umar Sadiq","Torino FC","AS Roma","Loan End"
"Edoardo Soleri","Spezia Calcio","AS Roma","Loan End"
"José Machín","Brescia Calcio","AS Roma","Loan End"
"Filippo Franchi","SS Akragas Città dei Templi","AS Roma","Loan End"
"Ismail H'Maidat","KVC Westerlo","AS Roma","Loan End"
"Elio Capradossi","FC Bari 1908","AS Roma","Loan End"
"Jacopo Ferri","Piacenza Calcio 1919","AS Roma","Loan End"
"Arturo Calabresi","Brescia Calcio","AS Roma","Loan End"
"Massimo Sammartino","US Pistoiese 1921","AS Roma","Loan End"
"Tomas Svedkauskas","US Catanzaro","AS Roma","Loan End"
"Paolo Frascatore","FC Lausanne-Sport","AS Roma","Loan End"
"Leandro Castán","UC Sampdoria","AS Roma","Loan End"
"Giammario Piscitella","AC Prato","AS Roma","Loan End"
"Ionut Pop","Fidelis Andria","AS Roma","Loan End"
"Ismail H'Maidat","SC Olhanense","AS Roma","Loan End"
"Simone Battaglia","AS Melfi","AS Roma","Loan End"
"Franck Cedric","US Catanzaro","AS Roma","Loan End"
"Lukasz Skorupski","FC Empoli","AS Roma","Loan End"
"Kevin Méndez","FC Lausanne-Sport","AS Roma","Loan End"
"Matteo Ricci","AC Perugia Calcio","AS Roma","Loan End"
"Juan Iturbe","Torino FC","AS Roma","Loan End"
"Daniele Verde","US Avellino","AS Roma","Loan End"
"José Machín","FC Lugano","AS Roma","Loan End"
"Andrea Paolelli"," A.D.C. Viterbese Castrense","AS Roma","Loan End"
"Christian D'Urso","Carpi FC 1909","AS Roma","Loan End"
"Nemanja Radonjic","FK Cukaricki","AS Roma","Loan End"
"Tiago Casasola","Trapani Calcio","AS Roma","Loan End"
"Norbert Gyömbér","Terek Grozny","AS Roma","Loan End"
"Nicola Falasco","AC Cesena","AS Roma","Loan End"
"Seydou Doumbia","FC Basel 1893","AS Roma","Loan End"
"Jacopo Ferri","AC Rilancio Messina","AS Roma","Loan End"
"Lorenzo Vasco","Fidelis Andria","AS Roma","Loan End"
"Moustapha Seck","Carpi FC 1909","AS Roma","Loan End"
"Petar Golubović","AC Pisa 1909","AS Roma","Loan End"
"Ezequiel Ponce","Granada CF","AS Roma","Loan End"
"Marco Frediani","US Ancona","AS Roma","Loan End"
"Lorenzo Di Livio","Ternana Calcio","AS Roma","Loan End"
"Leandro Paredes","AS Roma","Zenit St. Petersburg","23000000"
"Riccardo Marchizza","AS Roma","US Sassuolo","4500000"
"Federico Ricci","AS Roma","US Sassuolo","3000000"
"Davide Frattesi","AS Roma","US Sassuolo","3000000"
"William Vainqueur","AS Roma","Antalyaspor","500000"
"Marco Frediani","AS Roma","Parma Calcio 1913","0"
"Nemanja Radonjic","AS Roma","Red Star Belgrade","Loan fee:0"
"Kevin Méndez","AS Roma"," A.D.C. Viterbese Castrense","Loan fee:0"
"Edoardo Soleri","AS Roma","UD Almería","Loan fee:0"
"Norbert Gyömbér","AS Roma","FC Bari 1908","Loan fee:0"
"Umar Sadiq","AS Roma","NAC Breda","Loan fee:0"
"Tiago Casasola","AS Roma","US Alessandria 1912","?"
"Abdullahi Nura","AS Roma","AC Perugia Calcio","Loan fee:0"
"Arturo Calabresi","AS Roma","Spezia Calcio","Loan fee:0"
"Giammario Piscitella","AS Roma","AC Prato","Loan fee:0"
"Jacopo Ferri","AS Roma","Piacenza Calcio 1919","Loan fee:0"
"Lorenzo Di Livio","AS Roma","Urbs Reggina 1914","Loan fee:0"
"Andrea Paolelli","AS Roma","AS Gubbio 1910","Loan fee:0"
"Juan Iturbe","AS Roma","Club Tijuana","Loan fee:0"
"Moustapha Seck","AS Roma","Novara Calcio 1908","Loan fee:0"
"José Machín","AS Roma","Delfino Pescara 1936","Loan fee:0"
"Christian D'Urso","AS Roma","Ascoli Picchio","Loan fee:0"
"Lorenzo Vasco","AS Roma","Racing Fondi ","Loan fee:0"
"Filippo Franchi","AS Roma","Urbs Reggina 1914","Loan fee:0"
"Ismail H'Maidat","AS Roma","KVC Westerlo","Loan fee:0"
"Elio Capradossi","AS Roma","FC Bari 1908","Loan fee:0"
"Nicola Falasco","AS Roma","US Avellino","Loan fee:0"
"Petar Golubović","AS Roma","Novara Calcio 1908","?"
"Matteo Ricci","AS Roma","US Salernitana 1919","Loan fee:0"
"Ionut Pop","AS Roma","US Alessandria 1912","?"
"Paolo Frascatore","AS Roma","FC Südtirol - Alto Adige","?"
"Franck Cedric","AS Roma","Free agent","0"
"Simone Battaglia","AS Roma","Free agent","0"
"Tomas Svedkauskas","AS Roma","Free agent","0"
"Francesco Totti","AS Roma","Retired","0"
"Massimo Sammartino","AS Roma","Free agent","0"
"Bruno Peres","AS Roma","Torino FC","Loan End"
"Gastón Ramírez","Middlesbrough FC","UC Sampdoria","9000000"
"Bruno Fernandes","Udinese Calcio","UC Sampdoria","6000000"
"Dawid Kownacki","Lech Poznan","UC Sampdoria","4000000"
"Gianmarco Ferrari","US Sassuolo","UC Sampdoria","Loan fee:1500000"
"Joachim Andersen","FC Twente Enschede","UC Sampdoria","1400000"
"Jacopo Cioce","Savona FBC","UC Sampdoria","Loan End"
"Wladimiro Falcone","Bassano Virtus","UC Sampdoria","Loan End"
"Michele Rocca","FC Pro Vercelli 1892","UC Sampdoria","Loan End"
"Lorenco Simic","FC Empoli","UC Sampdoria","Loan End"
"Andrés Ponce","AS Livorno","UC Sampdoria","Loan End"
"Jakub Hromada","FC Viktoria Plzen","UC Sampdoria","Loan End"
"Giacomo Nava","Lentigione Calcio","UC Sampdoria","Loan End"
"Francesco Fedato","Carpi FC 1909","UC Sampdoria","Loan End"
"Olger Merkaj","AC Tuttocuoio","UC Sampdoria","Loan End"
"Valerio Verre","Delfino Pescara 1936","UC Sampdoria","Loan End"
"Alessandro Martinelli","Brescia Calcio","UC Sampdoria","Loan End"
"Alessandro De Vitis","US Latina Calcio","UC Sampdoria","Loan End"
"David Ivan","FC Bari 1908","UC Sampdoria","Loan End"
"Giacomo Calò","US Città di Pontedera","UC Sampdoria","Loan End"
"Jefferson Oliveira","Gil Vicente FC","UC Sampdoria","Loan End"
"Leonardo Serinelli","AC Tuttocuoio","UC Sampdoria","Loan End"
"Andrea Tozzo","SS Matera Calcio","UC Sampdoria","Loan End"
"Andrés Ponce","FC Lugano","UC Sampdoria","Loan End"
"Michele Rocca","US Latina Calcio","UC Sampdoria","Loan End"
"Leandro Castán","Torino FC","UC Sampdoria","Loan End"
"Riccardo Massa","US Città di Pontedera","UC Sampdoria","Loan End"
"Antonio Palumbo","Ternana Calcio","UC Sampdoria","Loan End"
"Karlo Lulic","NK Osijek","UC Sampdoria","Loan End"
"Bambo Diaby","Mantova FC","UC Sampdoria","Loan End"
"Federico Bonazzoli","Brescia Calcio","UC Sampdoria","Loan End"
"Massimiliano Gallino","Varesina Calcio","UC Sampdoria","Loan End"
"Gabriele Rolando","US Latina Calcio","UC Sampdoria","Loan End"
"Atila Varga","US Latina Calcio","UC Sampdoria","Loan End"
"Jakub Hromada","UC Sampdoria","SK Slavia Prag","500000"
"Massimiliano Gallino","UC Sampdoria","ASD Genova Calcio","0"
"Giacomo Calò","UC Sampdoria","SS Juve Stabia","0"
"Olger Merkaj","UC Sampdoria","FBC Casale","0"
"Riccardo Massa","UC Sampdoria","Savona FBC","0"
"Francesco Fedato","UC Sampdoria","Foggia Calcio","0"
"Antonio Di Nardo","UC Sampdoria","US Arezzo","Loan fee:0"
"Giacomo Nava","UC Sampdoria","Calcio Lecco 1912","?"
"Atila Varga","UC Sampdoria","US Arezzo","Loan fee:0"
"Lorenco Simic","UC Sampdoria","FC Empoli","Loan fee:0"
"Stanley Amuzie","UC Sampdoria","FC Lugano","Loan fee:0"
"Gabriele Rolando","UC Sampdoria","US Palermo","Loan fee:0"
"Maxime Leverbe","UC Sampdoria","Olbia Calcio 1905","Loan fee:0"
"Andrés Ponce","UC Sampdoria","Feralpisalò","Loan fee:0"
"Michele Rocca","UC Sampdoria","FC Pro Vercelli 1892","Loan fee:0"
"Dodô","UC Sampdoria","Santos FC","Loan fee:0"
"Leonardo Serinelli","UC Sampdoria","SC Ligorna 1922","Loan fee:0"
"Wladimiro Falcone","UC Sampdoria","Bassano Virtus","Loan fee:0"
"Alessandro De Vitis","UC Sampdoria","AC Pisa 1909","?"
"Karlo Lulic","UC Sampdoria","NK Rudes","?"
"Federico Bonazzoli","UC Sampdoria","SPAL 2013","Loan fee:0"
"Jacopo Cioce","UC Sampdoria","SC Ligorna 1922","Loan fee:0"
"Antonio Palumbo","UC Sampdoria","Trapani Calcio","Loan fee:0"
"Alessandro Martinelli","UC Sampdoria","Brescia Calcio","?"
"Angelo Palombo","UC Sampdoria","Retired","0"
"Jefferson Oliveira","UC Sampdoria","Free agent","0"
"David Ivan","UC Sampdoria","FC Pro Vercelli 1892","Loan fee:0"
"Edoardo Goldaniga","US Palermo","US Sassuolo","4000000"
"Leonardo Marson","US Palermo","US Sassuolo","Loan fee:0"
"Filippo Bandinelli","Latina Calcio 1932","US Sassuolo","0"
"Andrea Cisco","Calcio Padova","US Sassuolo","?"
"Ettore Gliozzi","AC Cesena","US Sassuolo","Loan End"
"Leonardo Sarzi Maddidini","US Fiorenzuola 1922","US Sassuolo","Loan End"
